zz,Count
78368,5
86334,5
13357,5
92836,5
92834,5
10927,5
56368,5
94064,5
54738,5
50124,5
93406,5
98252,5
98256,5
47954,5
14724,5
18503,5
72916,5
21162,5
13490,5
62441,5
98013,5
63456,5
37030,5
79227,5
23192,5
9876,5
92655,5
81433,5
52253,5
35146,5
35147,5
23842,5
75180,5
79831,5
79835,5
30183,5
33982,5
49265,5
74441,5
3818,5
40336,5
64834,5
50595,5
43019,5
80536,5
48107,5
50214,5
28705,5
9464,5
9469,5
17562,5
75247,5
96722,5
73801,5
93527,5
1379,5
3282,5
33838,5
38118,5
28337,5
96025,5
8014,5
30106,5
66720,5
5072,5
602,5
1235,5
3561,5
40510,5
50581,5
14435,5
19956,5
13030,5
54151,5
67654,5
74604,5
12816,5
21912,5
21917,5
18419,5
37327,5
47402,5
35233,5
44242,5
65084,5
94302,5
19565,5
19567,5
53508,5
98591,5
98596,5
70648,5
18091,5
27801,5
30291,5
20711,5
53517,5
70364,5
94975,5
94970,5
80447,5
28676,5
25508,5
18970,5
43764,5
45426,5
14821,5
20106,5
98165,5
16406,5
66007,5
4918,5
1985,5
8802,5
6409,5
77489,5
5841,5
3447,5
53050,5
53583,5
29510,5
12090,5
23432,5
31750,5
85552,5
5494,5
18661,5
76541,5
52801,5
49031,5
12143,5
59872,5
2032,5
19362,5
10973,5
10976,5
92411,5
74108,5
9459,5
37681,5
15021,5
15026,5
93962,5
49455,5
78755,5
23123,5
24630,5
25213,5
1349,5
1344,5
14544,5
38127,5
19137,5
49616,5
32446,5
55992,5
37871,5
4864,5
74437,5
3845,5
2715,5
4002,5
16150,5
54875,5
62960,5
44455,5
54128,5
79927,5
58646,5
11958,5
86002,5
95938,5
16056,5
61884,5
99557,5
96776,5
95485,5
99686,5
29306,5
28160,5
28166,5
28168,5
35550,5
38651,5
76633,5
39218,5
19717,5
81244,5
80118,5
80116,5
54423,5
95011,5
95012,5
22807,5
54982,5
8067,5
78652,5
55321,5
55327,5
37191,5
31569,5
89019,5
12025,5
64628,5
45417,5
49885,5
50461,5
95225,5
22624,5
52172,5
63532,5
66054,5
87935,5
72529,5
77465,5
85390,5
84513,5
76252,5
65781,5
69001,5
17360,5
17098,5
28472,5
74067,5
98509,5
96122,5
18517,5
15144,5
72221,5
42347,5
38451,5
18657,5
18651,5
28904,5
48824,5
13743,5
49064,5
49065,5
46562,5
95614,5
49935,5
61738,5
93423,5
6069,5
71665,5
3602,5
47542,5
26704,5
38863,5
8886,5
59717,5
10113,5
89510,5
96319,5
94042,5
8853,5
6455,5
82730,5
93424,5
23851,5
97048,5
47978,5
16678,5
48418,5
10090,5
29569,5
22473,5
37010,5
22737,5
31808,5
85294,5
84655,5
39769,5
2668,5
3222,5
97053,5
27709,5
63670,5
36576,5
18414,5
78025,5
67431,5
43950,5
85732,5
44103,5
19310,5
27937,5
67637,5
55043,5
73129,5
37383,5
47460,5
46406,5
10015,5
70422,5
54739,5
21226,5
17065,5
54615,5
30824,5
72150,5
91903,5
61428,5
35501,5
74361,5
2556,5
21791,5
21794,5
49646,5
53108,5
53103,5
44612,5
35020,5
58271,5
8036,5
67124,5
72727,5
50659,5
50651,5
98951,5
18915,5
30643,5
44890,5
38344,5
19975,4
46797,4
46795,4
13054,4
15558,4
32220,4
32228,4
4616,4
501,4
37074,4
4974,4
12583,4
95962,4
65066,4
65065,4
65063,4
69690,4
69033,4
48205,4
63780,4
12207,4
12201,4
90120,4
10518,4
24574,4
35051,4
74053,4
57785,4
5778,4
5772,4
53952,4
4428,4
27828,4
15135,4
2863,4
42372,4
94912,4
94914,4
66937,4
48872,4
65560,4
49057,4
49056,4
27599,4
99755,4
95663,4
95665,4
34289,4
35622,4
917,4
25523,4
72847,4
85936,4
47040,4
46711,4
92803,4
22952,4
54727,4
29040,4
1965,4
8825,4
8828,4
22134,4
85361,4
12758,4
21154,4
53076,4
13480,4
10594,4
85377,4
22443,4
37022,4
30276,4
91313,4
75602,4
2637,4
4743,4
76567,4
40404,4
3218,4
94203,4
22508,4
65650,4
99209,4
95558,4
68110,4
45067,4
59858,4
34204,4
28690,4
7074,4
28698,4
18445,4
71635,4
27557,4
27559,4
86340,4
14889,4
14881,4
3826,4
85707,4
14260,4
45880,4
10998,4
45742,4
55012,4
35475,4
61250,4
74868,4
80034,4
48468,4
11932,4
89444,4
89440,4
68069,4
48703,4
16915,4
29676,4
66101,4
24651,4
98505,4
85246,4
1367,4
47136,4
21053,4
98345,4
96039,4
98831,4
8006,4
71857,4
78630,4
79323,4
27521,4
79329,4
23310,4
5048,4
637,4
83836,4
46161,4
99326,4
99328,4
69145,4
44470,4
44473,4
20195,4
28790,4
35741,4
35747,4
61087,4
60970,4
65256,4
79905,4
39429,4
54201,4
85080,4
45107,4
83661,4
13602,4
63939,4
97443,4
46312,4
45663,4
16920,4
42129,4
29360,4
49781,4
24528,4
79714,4
77577,4
32004,4
26385,4
61019,4
8551,4
93,4
45315,4
54405,4
80820,4
28345,4
12455,4
12457,4
65686,4
58228,4
48064,4
99706,4
72086,4
66220,4
28665,4
61240,4
61241,4
35674,4
87520,4
23936,4
30747,4
95627,4
15824,4
31545,4
89034,4
97109,4
12045,4
81144,4
24101,4
45341,4
14837,4
20115,4
85131,4
12864,4
95249,4
95248,4
22604,4
95865,4
93160,4
56329,4
56320,4
32795,4
77445,4
48629,4
93441,4
93448,4
773,4
778,4
39666,4
5851,4
30023,4
47918,4
76273,4
72959,4
13685,4
7108,4
59254,4
55734,4
55733,4
93280,4
21824,4
27892,4
33758,4
38477,4
4735,4
48353,4
90030,4
29202,4
54929,4
54923,4
28551,4
35186,4
70512,4
70517,4
14111,4
33567,4
83252,4
46748,4
5343,4
80902,4
19375,4
19373,4
10964,4
10969,4
94023,4
94021,4
48141,4
26719,4
28743,4
35444,4
23875,4
56048,4
25434,4
30535,4
47338,4
15059,4
15050,4
74851,4
74855,4
74857,4
12723,4
33980,4
43522,4
43526,4
96950,4
11969,4
95360,4
51054,4
8247,4
49421,4
98941,4
29624,4
24595,4
50047,4
32612,4
32614,4
38965,4
31822,4
37095,4
71373,4
1081,4
3240,4
3241,4
40456,4
3245,4
76537,4
60303,4
46058,4
52213,4
63650,4
49622,4
49620,4
95150,4
44889,4
1518,4
75754,4
3851,4
85751,4
2725,4
4070,4
11692,4
46157,4
27910,4
43080,4
42721,4
42724,4
45719,4
78202,4
10279,4
48651,4
44441,4
24324,4
56515,4
4679,4
29340,4
77859,4
47446,4
34106,4
7934,4
86032,4
70445,4
17860,4
12565,4
12567,4
19529,4
97412,4
17001,4
99674,4
54630,4
92697,4
28170,4
62938,4
56723,4
33128,4
1008,4
1009,4
8510,4
72443,4
33875,4
35950,4
35959,4
95002,4
25063,4
98315,4
22664,4
27572,4
29102,4
72702,4
92085,4
31903,4
641,4
5038,4
5036,4
83869,4
18934,4
30628,4
86429,4
8318,4
38363,4
97130,4
12032,4
14865,4
13071,4
12853,4
98127,4
37367,4
4951,4
4957,4
95015,4
43830,4
37645,4
37641,4
43315,4
52361,4
11796,4
17088,4
13131,4
56011,4
27025,4
35077,4
92169,4
92163,4
53934,4
39530,4
29217,4
5458,4
49073,4
59520,4
61723,4
55955,4
75125,4
39090,4
20142,4
41016,4
10100,4
28035,4
25304,4
56378,4
81654,4
95458,4
91102,4
91109,4
48179,4
28771,4
6441,4
77418,4
93412,4
36266,4
726,4
47342,4
12776,4
49757,4
46928,4
45697,4
53017,4
95316,4
95315,4
66608,4
66600,4
26374,4
55767,4
55765,4
96155,4
93927,4
9123,4
29613,4
33194,4
33197,4
84647,4
2659,4
72854,4
3234,4
14505,4
81427,4
46069,4
53191,4
80481,4
90061,4
14131,4
7058,4
92334,4
33421,4
18426,4
37219,4
13367,4
87654,4
29920,4
27921,4
80520,4
45769,4
63348,4
63343,4
62691,4
91943,4
77327,4
91729,4
32853,4
23824,4
14042,4
40121,4
31632,4
86047,4
13420,4
45169,4
45167,4
70431,4
70437,4
70434,4
16327,4
96739,4
65742,4
97283,4
97280,4
97286,4
69666,4
81040,4
54661,4
8554,4
24184,4
12183,4
43431,4
53118,4
38114,4
62024,4
28328,4
26431,4
25015,4
36874,4
98815,4
78616,4
92079,4
24739,4
77704,4
77703,4
5068,4
45828,4
1225,4
3570,4
14423,4
63038,4
34785,4
68410,4
79108,4
79103,4
79104,4
13042,4
35768,4
55614,4
32236,4
60911,4
60913,4
68358,4
7980,4
35202,4
35204,4
4983,4
4988,4
44253,4
41572,4
65078,4
90801,4
45648,4
10501,4
53574,4
27013,4
25703,4
98614,4
32062,4
53963,4
38618,4
30428,4
35906,4
77013,4
45338,4
5402,4
52542,4
90639,4
27589,4
48006,4
99762,4
68873,4
72065,4
78691,4
79562,4
92561,4
77253,4
28604,4
35653,4
925,4
692,4
37402,4
40055,4
18325,4
18327,4
85925,4
73942,4
13334,4
48647,4
41040,4
61065,4
16438,4
49253,4
22967,4
29054,4
31055,4
77420,4
716,4
87198,4
87199,4
37614,4
80645,4
12740,4
17329,4
53063,4
49727,4
17582,4
96939,4
13160,4
76059,4
23421,4
5486,4
18610,4
18617,4
4282,4
4287,4
34981,4
81419,4
43240,4
54944,4
44307,4
29484,4
24224,4
62274,4
67735,4
93650,4
27283,4
60827,4
39350,4
2918,4
85708,4
85194,4
14891,4
5363,4
40313,4
16120,4
52753,4
48123,4
54757,4
25413,4
57332,4
37690,4
2576,4
90263,4
20676,4
48450,4
54519,4
95343,4
25168,4
54652,4
59427,4
78767,4
34679,4
5154,4
83341,4
18037,4
14551,4
13780,4
45383,4
6752,4
32438,4
55458,4
56187,4
98376,4
98377,4
75433,4
93031,4
1098,4
24065,4
37843,4
79331,4
25812,4
74421,4
1571,4
5059,4
5051,4
4015,4
71108,4
76450,4
60553,4
69130,4
73169,4
60942,4
60940,4
4654,4
4655,4
4652,4
83536,4
59917,4
47394,4
44264,4
44262,4
12546,4
81526,4
60290,4
96783,4
97431,4
64048,4
72110,4
73644,4
74010,4
27377,4
75949,4
5730,4
75054,4
70665,4
30415,4
7852,4
76084,4
45302,4
70344,4
41175,4
96089,4
25045,4
16236,4
46510,4
58230,4
49082,4
8079,4
26601,4
92536,4
73055,4
73051,4
55315,4
23920,4
36360,4
83844,4
18950,4
1255,4
37180,4
4091,4
30603,4
13861,4
15321,4
97119,4
97112,4
67108,4
14847,4
85128,4
29729,4
12870,4
26525,4
17327,4
78566,4
67333,4
66060,4
6420,4
76798,4
75167,4
76579,4
28449,4
27041,4
78962,4
32544,4
32091,4
24801,4
3609,4
30237,4
53503,4
36078,4
17921,4
13775,4
17101,4
95623,4
95629,4
81020,4
24273,4
55390,4
79706,4
48612,4
10123,4
80914,4
41031,4
59716,4
10953,4
43061,4
81635,4
94039,4
94035,4
57049,4
29006,4
32830,4
23847,4
7513,4
36201,4
85327,4
33074,4
5822,4
14715,4
30527,4
16668,4
54568,4
15902,4
95372,4
61353,4
56215,4
16346,4
21252,4
98937,4
58301,4
75640,4
2675,4
37748,4
49862,4
3785,4
3258,4
76528,4
97067,4
53170,4
64127,4
49635,4
28385,4
35116,4
22520,4
26181,4
30739,4
99167,4
79364,4
44824,4
96271,4
60507,4
60501,4
80502,4
12083,4
49283,4
49284,4
78214,4
54810,4
21536,4
50225,4
54106,4
24486,4
62012,4
93701,4
93707,4
73151,4
18232,4
34133,4
86022,4
57368,4
18237,4
70452,4
17851,4
89407,4
12514,4
49125,4
78409,4
59474,4
7418,4
820,4
74370,4
84158,4
31793,4
87549,4
43412,4
90510,4
62533,4
44662,4
60449,4
95039,4
48888,4
48880,4
97309,4
36853,4
94140,4
91012,4
8049,4
74948,4
73065,4
73062,4
982,4
676,4
4358,4
13835,4
11575,4
12006,4
45786,4
13063,4
12827,4
52802,4
65211,4
32255,4
32254,4
93120,4
60064,4
27214,4
38570,4
44235,4
84535,4
83628,4
13642,4
52356,4
97488,4
10527,4
48217,4
67543,4
54023,4
78934,4
98639,4
98638,4
56468,4
98631,4
32046,4
1542,4
6610,4
72201,4
47246,4
54014,4
32531,4
17959,4
94929,4
17953,4
48809,4
97385,4
49042,4
46542,4
68850,4
23024,4
77270,4
28626,4
48744,4
35633,4
901,4
70555,4
83211,4
85902,4
15683,4
3598,4
43756,4
38843,4
46701,4
46737,4
21673,4
10922,4
22949,4
37915,4
78537,4
68955,4
68959,4
91802,4
34756,4
93403,4
14727,4
14726,4
38256,4
31331,4
47373,4
16617,4
12764,4
64098,4
46932,4
53002,4
53004,4
90209,4
13143,4
92112,4
93930,4
37033,4
91376,4
72422,4
22713,4
77611,4
70062,4
70392,4
70394,4
12494,4
7620,4
65646,4
69341,4
46017,4
10400,4
49953,4
59821,4
59823,4
28518,4
7064,4
7062,4
7063,4
66409,4
23603,4
51442,4
61755,4
74728,4
55927,4
25601,4
75459,4
37202,4
8092,4
42000,4
3816,4
72650,4
36611,4
36619,4
16102,4
89124,4
42765,4
62684,4
63089,4
77488,4
77480,4
55069,4
32869,4
23839,4
84029,4
70767,4
38701,4
30576,4
53184,4
54539,4
54531,4
51012,4
28305,4
50000,4
28137,4
62230,4
75693,4
87511,4
42539,4
53125,4
54474,4
54473,4
62561,4
95041,4
6088,4
26426,4
49346,4
98822,4
3046,4
72740,4
72744,4
50632,4
5077,4
45831,4
45830,4
33310,4
76437,4
1232,4
13807,4
19952,4
54848,4
54847,4
46809,4
94524,4
51521,4
12817,4
4631,4
15627,4
37322,4
59932,4
59935,4
18706,4
83619,4
95947,4
64020,4
29597,4
28425,4
72135,4
52645,4
98666,4
40006,4
5757,4
39577,4
80835,4
78947,4
64494,4
43162,4
43164,4
46534,4
46538,4
80440,4
68017,4
98411,4
39823,4
18972,4
18356,4
31539,4
100,4
47060,4
87417,4
88081,4
13304,4
41056,4
40906,4
29706,4
95258,4
26506,4
51301,4
16404,4
24124,4
71943,4
24467,4
93451,4
14772,4
47920,4
13691,4
42408,4
52327,4
49715,4
35031,4
27882,4
76060,4
16877,4
12140,4
54930,4
24216,4
28544,4
34228,4
27298,4
26164,4
83245,4
71655,4
76384,4
62618,4
19405,4
45201,4
5356,4
57064,4
48131,4
95763,4
67025,4
77363,4
23284,4
55032,4
35456,4
86504,4
89702,4
17517,4
85068,4
85067,4
2379,4
11000,4
56273,4
98046,4
93960,4
97240,4
49451,4
49454,4
98953,4
29385,4
29655,4
79404,4
79403,4
22740,4
31833,4
98568,4
85269,4
5149,4
30710,4
1342,4
40461,4
13795,4
19133,4
47118,4
64145,4
49614,4
16037,4
14735,4
97828,4
6763,4
50548,4
92375,4
32440,4
32448,4
44230,4
67449,4
25825,4
92036,4
42717,4
54874,4
63389,4
54124,4
51510,4
61605,4
59068,4
92236,4
92230,4
99803,4
99802,4
72342,4
5253,4
5257,4
64016,4
29842,4
16052,4
19551,4
19555,4
13622,4
48763,4
95155,4
54623,4
54626,4
72103,4
35553,4
75951,4
75049,4
87564,4
35079,4
44645,4
54426,4
80809,4
57268,4
99185,4
99723,4
8066,4
8063,4
8061,4
79525,4
72718,4
55325,4
22027,4
73049,4
650,4
659,4
45865,4
86436,4
38375,4
47012,4
94126,4
14851,4
13081,4
22625,4
61025,4
52170,4
14838,4
31014,4
66052,4
32736,4
754,4
44216,4
19009,4
17366,4
28470,4
28479,4
54001,4
91409,4
95389,4
95381,4
3105,4
17931,4
28901,4
48829,4
12430,4
13744,4
63147,4
24263,4
73772,4
35616,4
93616,4
960,4
23958,4
32340,4
55943,4
79852,4
75166,4
70533,4
14174,4
19453,4
13370,4
80250,4
46761,4
10112,4
80925,4
40359,4
81645,4
57032,4
28768,4
7503,4
60484,4
64101,4
74152,4
2196,4
98279,4
5833,4
1107,4
99228,4
30085,4
47353,4
11940,4
48413,4
66616,4
98073,4
37016,4
30241,4
78720,4
67202,4
31804,4
75670,4
39762,4
3224,4
3220,4
20090,4
59806,4
62232,4
28391,4
35121,4
6794,4
50511,4
75474,4
36571,4
4555,4
76825,4
3872,4
44108,4
4051,4
43344,4
78220,4
78226,4
55046,4
48444,4
26250,4
14033,4
30558,4
8758,4
39452,4
17540,4
45176,4
20637,4
17844,4
89412,4
12503,4
19505,4
11732,4
17061,4
90742,4
14482,4
23173,4
28480,4
98687,4
2559,4
75016,4
75015,4
38680,4
31412,4
31415,4
47166,4
87535,4
88210,4
12193,4
20776,4
29440,4
51249,4
36863,4
68157,4
37806,4
91008,4
8032,4
660,4
666,4
70818,4
18917,4
37144,4
38343,4
46130,3
46792,3
20153,3
48625,3
20159,3
54170,3
54173,3
62086,3
44428,3
40328,3
27619,3
59030,3
59034,3
12832,3
65261,3
93130,3
4617,3
37307,3
30334,3
76164,3
72396,3
35219,3
2123,3
76202,3
17353,3
52342,3
42171,3
68632,3
27009,3
35581,3
56477,3
56475,3
32052,3
56783,3
21875,3
99950,3
5777,3
3774,3
4429,3
31768,3
21779,3
54839,3
94913,3
78580,3
97396,3
49051,3
43105,3
43107,3
97538,3
78682,3
37880,3
50301,3
23030,3
35620,3
913,3
915,3
70543,3
84759,3
41339,3
73134,3
54732,3
3585,3
31513,3
13320,3
13329,3
38857,3
41722,3
41074,3
59749,3
29166,3
14803,3
14806,3
14807,3
89525,3
56353,3
16426,3
16423,3
49249,3
49247,3
22959,3
71929,3
54722,3
66027,3
61559,3
56017,3
703,3
84091,3
33036,3
18101,3
30079,3
64730,3
21150,3
64085,3
49733,3
90213,3
13157,3
20685,3
20686,3
55709,3
93270,3
57709,3
52060,3
3158,3
23181,3
23187,3
99780,3
87829,3
75608,3
70070,3
2584,3
2635,3
71033,3
15478,3
15474,3
13736,3
13730,3
65656,3
80759,3
54957,3
49946,3
58452,3
62243,3
62240,3
34201,3
75424,3
75423,3
7072,3
97845,3
47959,3
92317,3
36545,3
34947,3
18446,3
15672,3
15679,3
2901,3
20622,3
2018,3
14880,3
3827,3
85703,3
43028,3
43025,3
27944,3
80547,3
78252,3
34431,3
28710,3
28719,3
28718,3
94592,3
55019,3
35470,3
35474,3
23805,3
46936,3
32290,3
26260,3
84013,3
75253,3
14067,3
30565,3
83540,3
74864,3
13403,3
4535,3
36362,3
61319,3
56256,3
96717,3
96713,3
65761,3
65762,3
4861,3
54648,3
97475,3
66105,3
28107,3
53569,3
32626,3
75688,3
38488,3
74083,3
25234,3
61841,3
74331,3
9626,3
38106,3
30735,3
30738,3
72823,3
81226,3
81222,3
81223,3
49670,3
49675,3
49676,3
96863,3
18370,3
44627,3
44626,3
44621,3
17053,3
95077,3
26415,3
65355,3
97344,3
97343,3
24079,3
24072,3
68182,3
71852,3
78636,3
46741,3
92581,3
50601,3
29376,3
5043,3
39897,3
83832,3
30673,3
30830,3
56479,3
37137,3
44867,3
16746,3
12057,3
64640,3
46160,3
43840,3
20197,3
79124,3
13026,3
54141,3
67663,3
67661,3
67665,3
32212,3
61088,3
61085,3
65254,3
79906,3
79908,3
84763,3
4625,3
37331,3
53956,3
91305,3
2112,3
85082,3
10041,3
44275,3
17814,3
87176,3
95955,3
17032,3
64053,3
45665,3
99511,3
73651,3
7457,3
32008,3
26034,3
26032,3
5743,3
5742,3
5747,3
70653,3
70652,3
38635,3
53078,3
2839,3
7847,3
77963,3
78124,3
77033,3
45314,3
54406,3
59632,3
41143,3
12453,3
48847,3
65681,3
49088,3
49339,3
52565,3
99703,3
72080,3
68818,3
29130,3
29138,3
61242,3
55302,3
56655,3
36376,3
39819,3
15314,3
97101,3
45435,3
45345,3
28747,3
50441,3
61911,3
53201,3
49270,3
24138,3
34713,3
93443,3
98213,3
9751,3
71235,3
3457,3
3456,3
53046,3
46974,3
20301,3
93286,3
93285,3
96103,3
96104,3
4472,3
99011,3
33757,3
58444,3
23401,3
85543,3
5464,3
5469,3
44047,3
12986,3
12980,3
99258,3
12170,3
42602,3
62839,3
87740,3
34230,3
32321,3
75496,3
26170,3
5660,3
75146,3
75147,3
75148,3
38068,3
47567,3
76249,3
3084,3
80901,3
92877,3
19372,3
93626,3
17724,3
62644,3
48145,3
48140,3
48143,3
92799,3
28746,3
28740,3
28741,3
28742,3
32798,3
56044,3
70722,3
18848,3
33045,3
33041,3
30531,3
15055,3
74859,3
12729,3
12724,3
11965,3
45875,3
93207,3
16353,3
9112,3
81019,3
98948,3
72467,3
32619,3
32618,3
32610,3
75652,3
12903,3
1080,3
14532,3
14533,3
72858,3
47102,3
46051,3
21082,3
21087,3
10546,3
53531,3
7021,3
95154,3
6778,3
92363,3
98394,3
77485,3
96062,3
99110,3
79316,3
3576,3
4858,3
76802,3
1515,3
75755,3
75758,3
3855,3
4076,3
44837,3
96266,3
96264,3
94807,3
16145,3
11697,3
12341,3
12346,3
48650,3
44442,3
54113,3
73149,3
93190,3
6254,3
75956,3
15765,3
39475,3
77856,3
50049,3
44082,3
45154,3
5262,3
5261,3
84301,3
94927,3
95903,3
1034,3
65737,3
81091,3
96763,3
11715,3
97419,3
75650,3
99676,3
92690,3
32693,3
1000,3
14603,3
38666,3
31788,3
18051,3
33873,3
77954,3
39203,3
39209,3
35956,3
43403,3
59604,3
39210,3
28372,3
94159,3
78662,3
8056,3
67107,3
67104,3
23058,3
55339,3
55338,3
55336,3
61231,3
25545,3
5039,3
5035,3
5033,3
4344,3
30629,3
30621,3
8319,3
14478,3
11569,3
97136,3
88043,3
45469,3
49892,3
14864,3
14860,3
59016,3
12859,3
12850,3
22656,3
37360,3
24162,3
31000,3
91234,3
4952,3
4950,3
4955,3
72512,3
72513,3
32721,3
32723,3
44201,3
37640,3
11241,3
65041,3
97499,3
10537,3
45613,3
54015,3
67550,3
27020,3
74079,3
98622,3
98624,3
65779,3
49340,3
21856,3
98082,3
46247,3
53932,3
79226,3
77048,3
42355,3
5456,3
18810,3
71051,3
48817,3
12402,3
13754,3
13757,3
49078,3
65584,3
49070,3
43128,3
34266,3
29180,3
72035,3
28585,3
91608,3
93609,3
93602,3
977,3
27258,3
54984,3
84775,3
70529,3
38058,3
40003,3
83209,3
89061,3
15344,3
15345,3
19442,3
88330,3
39095,3
27541,3
43720,3
13345,3
59722,3
28033,3
89504,3
78655,3
92822,3
57028,3
57022,3
16442,3
22931,3
49229,3
67062,3
28776,3
24421,3
13489,3
14738,3
14733,3
47340,3
47348,3
39114,3
46920,3
49755,3
58640,3
11959,3
11957,3
29554,3
95310,3
66603,3
61377,3
93252,3
55760,3
60135,3
93925,3
49415,3
30259,3
78716,3
78715,3
72416,3
50072,3
77625,3
70011,3
2652,3
2651,3
18621,3
33223,3
12486,3
15459,3
3237,3
14504,3
81424,3
81426,3
97049,3
97040,3
99220,3
16833,3
80488,3
16838,3
54977,3
44688,3
59833,3
28502,3
55706,3
32508,3
93272,3
17047,3
97869,3
92332,3
6016,3
24946,3
96055,3
96059,3
37068,3
4564,3
99148,3
91522,3
43947,3
1521,3
36601,3
4047,3
4042,3
29927,3
46181,3
43001,3
43003,3
16115,3
62924,3
60690,3
80523,3
45764,3
54836,3
49841,3
50207,3
63072,3
73131,3
55072,3
44195,3
70770,3
70776,3
4684,3
4680,3
40122,3
7902,3
43570,3
13425,3
20629,3
66861,3
96730,3
65747,3
61846,3
72438,3
52623,3
68045,3
17059,3
20540,3
95812,3
48722,3
59414,3
29692,3
91912,3
23168,3
28127,3
7435,3
95228,3
36093,3
35907,3
98524,3
4274,3
4275,3
83336,3
47841,3
18000,3
31408,3
34745,3
21034,3
49656,3
62550,3
44608,3
6090,3
6093,3
93067,3
98320,3
64465,3
36875,3
98812,3
30112,3
30113,3
27505,3
29152,3
66755,3
72751,3
50627,3
22060,3
77708,3
75708,3
75706,3
5067,3
5069,3
87305,3
83813,3
37150,3
37153,3
1229,3
3574,3
45454,3
68413,3
90305,3
44413,3
13040,3
13044,3
54165,3
94537,3
62077,3
27624,3
59022,3
32234,3
60000,3
21922,3
37310,3
35201,3
93434,3
4986,3
92781,3
71295,3
74126,3
65079,3
45647,3
97469,3
53573,3
21412,3
58540,3
79731,3
79734,3
35045,3
35044,3
35043,3
6832,3
35594,3
27018,3
27011,3
74020,3
74023,3
57791,3
32064,3
5769,3
5766,3
5763,3
75083,3
33736,3
38611,3
27837,3
7827,3
45065,3
47220,3
2812,3
77012,3
80155,3
45334,3
11122,3
17976,3
65552,3
57225,3
60456,3
44217,3
80457,3
80459,3
34290,3
920,3
36352,3
40050,3
10542,3
8343,3
8344,3
37658,3
30740,3
12060,3
43773,3
21661,3
58008,3
58001,3
38824,3
38821,3
13338,3
13337,3
13335,3
62341,3
14814,3
12887,3
49779,3
92817,3
61060,3
92386,3
56342,3
16433,3
49254,3
78559,3
62625,3
65039,3
66013,3
30905,3
31052,3
55080,3
36251,3
85358,3
85350,3
87190,3
82649,3
17322,3
52336,3
20818,3
20812,3
46910,3
58639,3
96932,3
13167,3
59270,3
92135,3
22660,3
32577,3
93263,3
99929,3
60163,3
24874,3
37051,3
35981,3
35984,3
30204,3
76050,3
87832,3
25918,3
92678,3
4280,3
4284,3
44065,3
41743,3
65625,3
46036,3
48370,3
16868,3
54947,3
62853,3
62854,3
34216,3
28680,3
59330,3
29332,3
32306,3
6023,3
6027,3
58854,3
36536,3
36530,3
83274,3
15665,3
80217,3
10153,3
3838,3
68023,3
40312,3
19358,3
65452,3
81602,3
57071,3
60666,3
52756,3
78266,3
24381,3
20137,3
83701,3
29904,3
791,3
56062,3
56063,3
75249,3
86538,3
40150,3
70744,3
14813,3
39145,3
43543,3
17509,3
13471,3
46994,3
46996,3
17881,3
16374,3
16373,3
49448,3
49446,3
54658,3
75644,3
59425,3
78763,3
50022,3
50025,3
61467,3
24641,3
17771,3
62069,3
5150,3
47872,3
3269,3
72838,3
2,3
47120,3
47126,3
47124,3
80723,3
81235,3
81231,3
90096,3
12935,3
97830,3
97836,3
70083,3
26405,3
32435,3
55605,3
96008,3
51201,3
57580,3
60963,3
26588,3
24064,3
24066,3
37841,3
37846,3
5050,3
5053,3
76457,3
75421,3
94083,3
17214,3
54862,3
54865,3
58705,3
58704,3
62049,3
2802,3
75570,3
28905,3
53812,3
53813,3
4658,3
31643,3
63664,3
87942,3
85636,3
70466,3
47987,3
95924,3
81524,3
81527,3
96781,3
97434,3
45674,3
43135,3
98840,3
24538,3
77541,3
35541,3
74015,3
27371,3
98649,3
75941,3
98645,3
22482,3
76621,3
3771,3
3779,3
87575,3
77020,3
1840,3
77029,3
43462,3
80101,3
80103,3
45308,3
41179,3
70343,3
18822,3
11112,3
16235,3
49099,3
43145,3
43146,3
43143,3
43149,3
49327,3
49323,3
68117,3
22815,3
91041,3
8072,3
79512,3
24083,3
92531,3
28651,3
28659,3
27235,3
27233,3
27239,3
83841,3
83847,3
53507,3
1256,3
1253,3
18372,3
30604,3
13862,3
89009,3
15323,3
97114,3
7732,3
19933,3
16749,3
16748,3
12052,3
88063,3
21654,3
61736,3
14846,3
95237,3
28090,3
28097,3
28098,3
61018,3
61016,3
26292,3
25362,3
2454,3
79536,3
52142,3
3302,3
71964,3
31028,3
31027,3
72532,3
50156,3
4112,3
71220,3
3462,3
84767,3
38225,3
13612,3
65023,3
65026,3
64776,3
65791,3
52301,3
17314,3
12245,3
12247,3
66669,3
27045,3
96137,3
4460,3
99001,3
45879,3
37060,3
23417,3
80427,3
12166,3
12168,3
72010,3
68065,3
58533,3
61702,3
950,3
57532,3
75480,3
5678,3
14105,3
36502,3
47558,3
47553,3
78056,3
39307,3
88355,3
19423,3
10129,3
41002,3
65409,3
43066,3
48151,3
62670,3
91785,3
26764,3
28757,3
56588,3
93437,3
56055,3
85321,3
75839,3
98262,3
18853,3
5821,3
14710,3
47327,3
39170,3
16662,3
12719,3
43516,3
43515,3
38482,3
53039,3
11977,3
64683,3
15909,3
93238,3
55749,3
61356,3
25136,3
61826,3
63461,3
98932,3
25962,3
29638,3
72476,3
92628,3
50056,3
22727,3
98544,3
98546,3
5161,3
76691,3
3782,3
14692,3
3251,3
