zz,Count
29150,23
77706,23
14425,23
46818,23
90302,23
60914,23
13669,23
53572,23
39560,23
27205,23
8812,23
44301,23
5641,23
2910,23
32808,23
79413,23
6513,23
47129,23
53140,23
71106,23
94503,23
51501,23
19804,23
52501,23
22485,23
33565,23
49014,23
34241,23
29577,23
43231,23
62208,23
33408,23
2056,23
34476,23
75211,23
46410,23
17078,23
38671,23
27601,23
95209,23
92252,23
60069,23
1463,23
33558,23
77072,23
97523,23
18302,23
33901,23
33904,23
37916,23
71270,23
37086,23
70065,23
95540,23
48310,23
44321,23
60805,23
42003,23
46222,23
48473,23
59404,23
27530,23
37127,23
20186,23
37323,23
95946,23
81506,23
77566,23
50325,23
98418,23
61073,23
53215,23
2188,23
32763,23
60173,23
76544,23
19363,23
60651,23
7945,23
81001,23
32603,23
44314,23
29410,23
6268,23
24501,23
24091,23
31204,23
33579,23
76010,23
60628,23
2364,23
76708,23
67206,23
47302,23
43952,23
74464,23
6238,23
53045,23
80306,23
2554,23
28311,23
63028,22
55127,22
77069,22
2210,22
89048,22
60097,22
78521,22
1966,22
64082,22
62864,22
85706,22
20603,22
48708,22
33174,22
58554,22
30134,22
6855,22
84112,22
17408,22
95242,22
4105,22
19066,22
28451,22
29501,22
99019,22
79015,22
5468,22
78041,22
80239,22
84060,22
8401,22
79934,22
45152,22
62522,22
8052,22
63049,22
95219,22
61032,22
33544,22
30016,22
30013,22
30019,22
27023,22
44011,22
60404,22
32953,22
16602,22
11369,22
64105,22
45240,22
36606,22
91724,22
89460,22
12538,22
29690,22
2896,22
29456,22
98329,22
8028,22
11550,22
60560,22
8861,22
1440,22
11740,22
64030,22
4412,22
40213,22
84720,22
40059,22
44515,22
68701,22
35004,22
8619,22
48128,22
75240,22
56267,22
49445,22
91945,22
30721,22
15207,22
53144,22
44140,22
91755,22
73401,22
72113,22
7461,22
19703,22
60463,22
86401,22
77477,22
48240,22
34240,22
70501,22
8628,22
43062,22
61350,22
49431,22
68022,22
19806,22
90047,22
4843,22
14220,22
60503,22
27909,22
55055,22
7922,22
89403,22
90755,22
1013,22
14615,22
33477,22
36106,22
77904,22
50317,22
50313,22
50125,22
6473,22
89143,22
16802,22
75181,22
72653,22
14218,22
12308,22
2302,22
1376,22
81212,22
53121,22
53129,22
92595,22
63005,22
30161,22
55812,22
78132,22
68135,22
60445,22
18976,22
38583,22
33584,22
24210,22
62650,22
14086,22
34607,22
61111,22
55444,22
71112,22
60523,22
92231,22
34110,22
31093,22
86005,22
75041,22
39211,22
4086,22
14468,22
30363,22
17110,22
10460,22
1770,22
33928,22
48602,22
33069,22
84042,22
1108,22
28532,22
78223,22
43623,22
90745,22
62703,22
87532,22
13827,22
92887,21
2468,21
10924,21
7740,21
47591,21
44718,21
50112,21
6461,21
72901,21
75604,21
2631,21
44131,21
28714,21
85004,21
21215,21
90710,21
91390,21
29671,21
29678,21
66106,21
66109,21
46375,21
37135,21
77034,21
20724,21
11109,21
48842,21
73020,21
55309,21
72956,21
19061,21
46394,21
95467,21
7104,21
30223,21
39507,21
2601,21
49004,21
29206,21
7716,21
4530,21
8638,21
52732,21
23294,21
20650,21
80007,21
21244,21
34613,21
1089,21
7028,21
98390,21
99114,21
37865,21
44883,21
4073,21
32176,21
99835,21
54241,21
76103,21
34105,21
10980,21
75039,21
95001,21
51104,21
28461,21
68512,21
95620,21
48383,21
27253,21
64083,21
45248,21
45249,21
32141,21
8210,21
7436,21
7438,21
2891,21
18013,21
6098,21
15222,21
87301,21
70121,21
12211,21
924,21
31522,21
41048,21
6415,21
19041,21
60164,21
44305,21
27282,21
36535,21
2912,21
99403,21
94585,21
90262,21
32816,21
61874,21
8226,21
20189,21
37716,21
18031,21
64506,21
53149,21
95061,21
93033,21
33331,21
44144,21
92220,21
70461,21
46324,21
53527,21
53528,21
6840,21
75051,21
80817,21
78644,21
55313,21
48837,21
10451,21
10952,21
60585,21
72601,21
98261,21
1503,21
34471,21
42240,21
70454,21
11729,21
78404,21
16508,21
48506,21
29170,21
70802,21
76401,21
30344,21
53083,21
47720,21
80470,21
48026,21
50314,21
32757,21
67226,21
32653,21
45251,21
55066,21
20619,21
28139,21
49345,21
78624,21
23323,21
79110,21
92201,21
2109,21
94304,21
74037,21
48070,21
31558,21
32766,21
93458,21
76262,21
21811,21
30214,21
17901,21
45042,21
33461,21
48138,21
1907,21
6483,21
32818,21
56073,21
98282,21
19610,21
11004,21
81003,21
77662,21
98564,21
13790,21
32444,21
62034,21
61603,21
34113,21
70471,21
17015,21
58504,21
1030,21
20742,21
20743,21
8302,21
3101,21
77396,21
77399,21
33067,21
11946,21
6615,21
32534,21
49685,21
20639,21
20636,21
78411,21
32204,21
98338,21
15219,21
92067,21
2745,21
13057,20
37303,20
35213,20
55121,20
57783,20
49058,20
34285,20
66214,20
73010,20
60099,20
6468,20
47362,20
19057,20
64089,20
76048,20
90003,20
48091,20
6037,20
25401,20
25404,20
77803,20
60192,20
55429,20
2090,20
40383,20
30677,20
65251,20
79907,20
85085,20
64057,20
46319,20
7458,20
74008,20
1054,20
30741,20
17406,20
16412,20
20833,20
1432,20
90037,20
10965,20
32829,20
19608,20
90247,20
62401,20
56201,20
30701,20
34465,20
6250,20
76102,20
34103,20
34108,20
1003,20
1590,20
31907,20
37160,20
30012,20
40242,20
10101,20
74145,20
31322,20
97204,20
30253,20
67211,20
4769,20
11360,20
21704,20
7059,20
1520,20
46235,20
78231,20
70435,20
96732,20
29455,20
30116,20
30117,20
78612,20
55364,20
93307,20
612,20
13815,20
42141,20
42301,20
40216,20
28602,20
31525,20
14817,20
98236,20
97754,20
6385,20
57719,20
48377,20
92173,20
74701,20
36532,20
77356,20
85017,20
83340,20
13209,20
61115,20
30120,20
40391,20
76087,20
94951,20
49093,20
68118,20
60466,20
8071,20
8077,20
34982,20
28092,20
3303,20
95442,20
4938,20
33569,20
53916,20
33763,20
5478,20
47710,20
48838,20
17102,20
10456,20
30680,20
8620,20
67002,20
73533,20
7035,20
18020,20
2054,20
4849,20
82901,20
93705,20
39466,20
7924,20
2540,20
18064,20
16505,20
41102,20
2911,20
13069,20
13068,20
23510,20
1754,20
56007,20
2382,20
6002,20
73103,20
61853,20
43605,20
43609,20
91381,20
67846,20
28390,20
96819,20
29461,20
11754,20
63901,20
48224,20
7836,20
68136,20
7843,20
8801,20
23434,20
44053,20
90023,20
35173,20
1906,20
98281,20
39157,20
53158,20
71115,20
83647,20
17025,20
53532,20
6870,20
58503,20
34685,20
85395,20
21849,20
44026,20
41701,20
969,20
6067,20
45239,20
60487,20
2368,20
53022,20
70737,20
29605,20
84651,20
53185,20
7041,20
6798,20
1536,20
5091,20
8757,20
95354,20
11777,20
27330,20
43420,20
10552,20
19390,19
6106,19
2464,19
76208,19
12209,19
75090,19
33897,19
3901,19
97535,19
90623,19
40065,19
95454,19
13152,19
85375,19
93274,19
30277,19
87002,19
63111,19
33444,19
20601,19
56258,19
94621,19
29673,19
14568,19
34986,19
27523,19
7081,19
80908,19
35749,19
93514,19
35223,19
2110,19
2113,19
48820,19
45102,19
11764,19
68601,19
29585,19
55115,19
31548,19
39042,19
61008,19
55021,19
32713,19
67502,19
60140,19
5461,19
34235,19
32327,19
5346,19
81620,19
94027,19
8872,19
61523,19
2347,19
98294,19
43528,19
90249,19
20657,19
29625,19
45504,19
7026,19
32459,19
11691,19
46158,19
7930,19
32696,19
70601,19
14608,19
33870,19
20755,19
29745,19
76022,19
39531,19
60403,19
48381,19
48036,19
86323,19
28037,19
56374,19
36265,19
13662,19
81321,19
66605,19
52002,19
10506,19
23703,19
1527,19
78586,19
73139,19
73135,19
55077,19
8215,19
63379,19
21032,19
81201,19
64468,19
72758,19
88012,19
90301,19
30326,19
23234,19
55130,19
7828,19
42303,19
40215,19
66206,19
73008,19
81122,19
21666,19
85353,19
5482,19
18612,19
57501,19
92405,19
33774,19
96704,19
49444,19
72227,19
6510,19
98579,19
5156,19
6422,19
49601,19
29405,19
1570,19
44147,19
76120,19
12542,19
19540,19
77023,19
94956,19
60465,19
99712,19
37188,19
33950,19
45403,19
45405,19
17315,19
28445,19
22406,19
49010,19
61705,19
46750,19
49202,19
57042,19
77385,19
32836,19
30528,19
98507,19
19807,19
7031,19
58801,19
1507,19
34472,19
75217,19
98195,19
20019,19
91935,19
6708,19
28303,19
63051,19
37377,19
17349,19
95422,19
48219,19
6812,19
2878,19
57201,19
97524,19
34275,19
93635,19
27262,19
78539,19
18505,19
92113,19
64117,19
99218,19
7066,19
16506,19
94589,19
16101,19
48109,19
12305,19
50211,19
91733,19
66002,19
75220,19
34654,19
3281,19
40514,19
44406,19
13035,19
48228,19
79705,19
7442,19
30294,19
20712,19
40202,19
94973,19
35640,19
6401,19
30054,19
95473,19
32569,19
62918,19
11414,19
48340,19
90021,19
1904,19
2330,19
2332,19
2339,19
95351,19
34606,19
85266,19
37725,19
55445,19
93022,19
79925,19
33635,19
19085,19
81082,19
29301,19
10524,19
2563,19
49316,19
54981,19
48043,19
48042,19
97759,19
2790,19
63074,19
94574,19
11783,19
95402,19
76015,19
40258,19
11426,19
60411,19
49930,19
21793,19
89519,19
60620,19
33066,19
76705,19
50702,19
32536,19
78724,19
7208,19
2660,19
17545,19
45177,19
22222,19
77505,19
77503,19
33810,19
2351,19
2747,19
11545,18
16701,18
58078,18
2121,18
12589,18
12586,18
12206,18
98606,18
6378,18
6371,18
75092,18
2861,18
77066,18
94130,18
27596,18
34286,18
33912,18
18337,18
8824,18
33032,18
33030,18
37620,18
30546,18
32502,18
60119,18
44138,18
95742,18
73115,18
96712,18
12204,18
34984,18
92587,18
2777,18
7628,18
11356,18
97448,18
64056,18
98589,18
99705,18
23061,18
66221,18
53204,18
85335,18
7105,18
26301,18
30228,18
91345,18
91340,18
5465,18
65608,18
80433,18
63124,18
3087,18
6901,18
8879,18
28748,18
90240,18
95367,18
11705,18
33415,18
30143,18
76801,18
2726,18
19333,18
84302,18
33782,18
39208,18
62298,18
60070,18
32726,18
33542,18
11795,18
6351,18
40243,18
35601,18
43725,18
20141,18
41015,18
71909,18
33010,18
33483,18
32640,18
10502,18
81428,18
43219,18
80487,18
73703,18
3033,18
29928,18
91723,18
72801,18
32408,18
33305,18
30322,18
74127,18
77015,18
15801,18
18324,18
8010,18
61068,18
64507,18
34481,18
10589,18
90011,18
44306,18
34212,18
7080,18
48458,18
99615,18
20180,18
79410,18
28112,18
33142,18
95524,18
13204,18
13203,18
97351,18
72761,18
44857,18
89081,18
38301,18
70460,18
70663,18
49321,18
78642,18
78645,18
61254,18
96782,18
53233,18
23224,18
19012,18
75224,18
28443,18
4468,18
76002,18
94037,18
95377,18
93905,18
77301,18
32169,18
89166,18
11722,18
8530,18
44302,18
33545,18
12009,18
88030,18
63052,18
7661,18
44904,18
72207,18
7801,18
28625,18
35406,18
82501,18
67801,18
37777,18
4578,18
44125,18
79601,18
80535,18
80534,18
23834,18
1982,18
50009,18
21040,18
27534,18
68147,18
14437,18
11901,18
94309,18
78133,18
77003,18
45322,18
80831,18
12440,18
48855,18
50320,18
50323,18
28075,18
61071,18
78541,18
30058,18
76266,18
7111,18
93291,18
92251,18
97089,18
11412,18
11419,18
49036,18
34224,18
27295,18
48174,18
92410,18
84078,18
30504,18
34608,18
71111,18
37110,18
42718,18
26201,18
18040,18
1850,18
78654,18
45414,18
56308,18
37355,18
35243,18
38555,18
35007,18
18510,18
3109,18
35611,18
46241,18
34772,18
1109,18
95307,18
7202,18
33185,18
80498,18
2045,18
3878,18
75202,18
31605,18
55350,18
46403,18
91901,18
77506,18
7421,18
75901,18
29204,18
92883,17
52101,17
6335,17
95965,17
17356,17
45344,17
23692,17
83014,17
21158,17
32505,17
19151,17
90002,17
62249,17
7078,17
18444,17
2904,17
10992,17
43021,17
14063,17
77807,17
35805,17
60195,17
43617,17
87504,17
21050,17
13214,17
78633,17
67460,17
33323,17
49829,17
79904,17
35222,17
85629,17
3748,17
68108,17
32903,17
86413,17
12043,17
30028,17
30021,17
14760,17
56283,17
99016,17
39503,17
16652,17
72632,17
90723,17
98550,17
17019,17
30705,17
45502,17
7020,17
37862,17
85756,17
78204,17
73142,17
47448,17
34102,17
19522,17
34691,17
70605,17
7874,17
87557,17
39202,17
80125,17
48895,17
30622,17
86426,17
12033,17
53094,17
20020,17
18509,17
94933,17
92555,17
38053,17
19444,17
6604,17
97465,17
29617,17
32643,17
95330,17
90067,17
54971,17
92337,17
3036,17
44115,17
14043,17
28134,17
57108,17
92661,17
91915,17
802,17
27320,17
54467,17
98327,17
1220,17
40507,17
11557,17
24112,17
53706,17
44410,17
7644,17
92277,17
6118,17
29801,17
11742,17
23701,17
1072,17
70570,17
12061,17
98233,17
11717,17
44067,17
94005,17
30512,17
95341,17
98576,17
14559,17
7009,17
55455,17
3254,17
54868,17
62959,17
47421,17
19095,17
11778,17
10550,17
35094,17
2822,17
1841,17
92532,17
97113,17
45402,17
66067,17
92703,17
19013,17
32541,17
33765,17
65616,17
80422,17
10455,17
72015,17
41005,17
48158,17
28753,17
2359,17
84054,17
20646,17
55744,17
98065,17
19801,17
90044,17
97801,17
75409,17
19301,17
34474,17
34134,17
7921,17
7506,17
82007,17
46356,17
14619,17
47172,17
96821,17
48504,17
97141,17
52807,17
53089,17
10523,17
33711,17
15122,17
76036,17
77073,17
12414,17
38024,17
85901,17
66030,17
98014,17
96145,17
94515,17
46011,17
62258,17
34957,17
91731,17
23836,17
7974,17
35816,17
44087,17
49461,17
2885,17
54476,17
20794,17
14901,17
49348,17
98826,17
93314,17
2766,17
48184,17
44241,17
24551,17
15116,17
80443,17
28677,17
84737,17
20105,17
19070,17
95470,17
34223,17
7094,17
6051,17
78070,17
45205,17
19365,17
94018,17
60652,17
60653,17
8889,17
89703,17
30349,17
94603,17
72450,17
34601,17
1341,17
3275,17
63640,17
68102,17
98363,17
3076,17
1562,17
17202,17
19508,17
8512,17
78382,17
44146,17
14853,17
23230,17
85396,17
33776,17
15147,17
8544,17
68507,17
77075,17
5443,17
48825,17
6062,17
89169,17
25314,17
21102,17
53027,17
66611,17
49401,17
67204,17
67209,17
29601,17
72404,17
34638,17
77583,17
70006,17
33189,17
90059,17
62236,17
7045,17
23662,17
37388,17
21225,17
6883,17
27332,17
18071,17
98333,17
29169,17
10703,16
44420,16
23509,16
12834,16
60012,16
4614,16
30331,16
1473,16
20866,16
47250,16
48879,16
66219,16
75115,16
33916,16
85937,16
10918,16
49242,16
66025,16
72908,16
95453,16
98024,16
29203,16
48360,16
8083,16
27949,16
78256,16
28716,16
15005,16
81224,16
14454,16
37854,16
84780,16
45801,16
2770,16
28791,16
98674,16
98580,16
99708,16
45434,16
3903,16
38801,16
32827,16
19060,16
88130,16
48357,16
63121,16
76240,16
80235,16
92394,16
64870,16
60649,16
74134,16
98295,16
19604,16
20659,16
4222,16
1337,16
43223,16
89109,16
13224,16
2721,16
11693,16
840,16
79938,16
17003,16
75965,16
95004,16
28374,16
36301,16
70112,16
85650,16
30017,16
19030,16
11797,16
20841,16
31707,16
77047,16
10457,16
10475,16
10473,16
10472,16
95838,16
60619,16
2375,16
29550,16
66606,16
30252,16
29611,16
76504,16
46184,16
34452,16
17551,16
10020,16
46373,16
60712,16
54665,16
21035,16
12188,16
12182,16
53115,16
20784,16
55362,16
5060,16
11553,16
54166,16
15717,16
37311,16
85602,16
24540,16
23704,16
60459,16
60450,16
73096,16
33967,16
31520,16
6475,16
8106,16
98239,16
48371,16
59840,16
2914,16
64850,16
11581,16
32809,16
74115,16
37091,16
85019,16
48451,16
89450,16
99611,16
28785,16
1351,16
90094,16
10302,16
5055,16
33333,16
71107,16
60554,16
44460,16
91752,16
79915,16
45133,16
12540,16
81521,16
8502,16
80107,16
86409,16
86406,16
8332,16
77471,16
32548,16
32095,16
21769,16
6076,16
5676,16
45233,16
25443,16
2356,16
49770,16
85043,16
32669,16
37745,16
89138,16
82716,16
46041,16
49286,16
93702,16
33619,16
33610,16
99669,16
28144,16
1010,16
1462,16
97386,16
60438,16
50316,16
93637,16
1757,16
40071,16
8361,16
19473,16
95829,16
60604,16
17745,16
89142,16
48314,16
75189,16
79830,16
30180,16
60490,16
15017,16
87701,16
49079,16
33169,16
33830,16
53120,16
14445,16
8015,16
55374,16
46802,16
32206,16
21911,16
34145,16
13619,16
11751,16
97458,16
64024,16
27804,16
13148,16
1863,16
70360,16
39056,16
1057,16
19075,16
44057,16
11416,16
48341,16
29492,16
36527,16
33055,16
11003,16
50036,16
93552,16
33154,16
21074,16
29418,16
3071,16
3070,16
71118,16
21550,16
1603,16
34116,16
95421,16
42103,16
48768,16
99687,16
35080,16
96741,16
49319,16
8062,16
73044,16
75501,16
75503,16
60042,16
53228,16
11780,16
15145,16
11429,16
46563,16
10466,16
22313,16
28001,16
89156,16
22920,16
48160,16
91792,16
93428,16
23219,16
59106,16
28217,16
61832,16
3229,16
97056,16
44260,16
3870,16
85735,16
60514,16
56537,16
8755,16
97739,16
11730,16
77504,16
28152,16
20536,16
29316,16
55415,16
63025,15
7676,15
32226,15
32221,15
72210,15
97537,15
60096,15
1969,15
98227,15
85367,15
49735,15
81401,15
68111,15
92314,15
8085,15
44132,15
48933,15
78255,15
94599,15
73116,15
35473,15
20607,15
48462,15
16301,15
43616,15
90715,15
10510,15
92583,15
4021,15
10282,15
96792,15
97440,15
24523,15
75065,15
28348,15
49083,15
68107,15
95462,15
46970,15
53901,15
15401,15
80435,15
28557,15
33498,15
6907,15
21120,15
11967,15
11961,15
93560,15
64079,15
46055,15
29420,15
29307,15
33412,15
4071,15
11694,15
44446,15
7932,15
12569,15
12564,15
1033,15
19525,15
20754,15
78669,15
50677,15
24701,15
11560,15
95215,15
31005,15
70114,15
33547,15
53549,15
98620,15
48813,15
48034,15
35603,15
86325,15
46774,15
56379,15
37902,15
15063,15
42445,15
52003,15
67216,15
67214,15
67213,15
95337,15
18428,15
77328,15
34450,15
55079,15
30549,15
42223,15
16323,15
19518,15
88203,15
90304,15
74120,15
39565,15
12472,15
92382,15
37409,15
60087,15
6418,15
31312,15
49721,15
32579,15
60160,15
5489,15
12159,15
93654,15
95383,15
33478,15
2917,15
16125,15
14604,15
33149,15
18036,15
38133,15
95525,15
53147,15
54494,15
13208,15
6759,15
33330,15
92844,15
28658,15
7730,15
14843,15
29720,15
1430,15
33563,15
33566,15
96130,15
76008,15
11434,15
75482,15
41001,15
81632,15
28752,15
28754,15
1118,15
85040,15
29576,15
15905,15
82718,15
35115,15
33409,15
33407,15
33403,15
14227,15
77303,15
77304,15
6451,15
75215,15
49022,15
28146,15
14611,15
18069,15
18067,15
16507,15
1833,15
68138,15
44663,15
98467,15
14870,15
23517,15
85054,15
44906,15
16686,15
19025,15
1540,15
33712,15
33714,15
2874,15
80477,15
45015,15
78363,15
27263,15
19475,15
37914,15
8837,15
10989,15
67220,15
30260,15
92657,15
37771,15
46013,15
95542,15
7068,15
4572,15
34951,15
33455,15
44123,15
28723,15
14210,15
46221,15
78244,15
10805,15
96727,15
65775,15
2882,15
48033,15
1056,15
98354,15
91020,15
2762,15
2767,15
28782,15
60033,15
30311,15
81503,15
16063,15
97457,15
39574,15
20716,15
50321,15
95252,15
8805,15
27889,15
73507,15
10930,15
32333,15
33469,15
11596,15
74107,15
21131,15
725,15
63401,15
14546,15
20032,15
1569,15
4008,15
74801,15
61606,15
76118,15
17870,15
11701,15
53534,15
77551,15
32024,15
39216,15
20747,15
27549,15
28083,15
61021,15
19007,15
76014,15
45371,15
60410,15
49068,15
7739,15
48162,15
30088,15
33050,15
82520,15
64137,15
64134,15
35126,15
36575,15
37220,15
28590,15
80517,15
73122,15
14031,15
21223,15
8542,15
21797,15
20772,15
45246,15
70815,15
19977,14
30337,14
87901,14
21619,14
12580,14
6807,14
2865,14
70301,14
3904,14
94915,14
97391,14
97394,14
46556,14
60422,14
66211,14
25526,14
61944,14
34743,14
50111,14
6479,14
21152,14
45068,14
34205,14
50263,14
85009,14
30815,14
66102,14
38107,14
42501,14
8008,14
3052,14
27525,14
9012,14
63012,14
7624,14
61081,14
29582,14
98672,14
7849,14
1879,14
20721,14
65536,14
22827,14
82414,14
45430,14
85139,14
78573,14
49707,14
35022,14
30224,14
36066,14
48356,14
95632,14
21770,14
24201,14
51401,14
37663,14
32820,14
32796,14
95363,14
75116,14
32615,14
37738,14
21085,14
85757,14
2724,14
4079,14
44839,14
82930,14
54806,14
32179,14
89433,14
75401,14
96766,14
27358,14
2575,14
16511,14
81252,14
11565,14
49544,14
48836,14
31008,14
85653,14
33549,14
33540,14
75226,14
30014,14
95391,14
99021,14
11716,14
12404,14
60406,14
60409,14
10504,14
48380,14
48039,14
976,14
83202,14
25301,14
22936,14
67060,14
1944,14
8848,14
81303,14
98249,14
2370,14
60131,14
14502,14
95570,14
75460,14
15613,14
44114,14
95726,14
73130,14
30540,14
93268,14
33805,14
72802,14
28326,14
28327,14
78611,14
93301,14
46107,14
46814,14
79106,14
6110,14
35040,14
23707,14
74021,14
53965,14
7825,14
46528,14
67156,14
84721,14
87402,14
21660,14
22960,14
62629,14
34482,14
6417,14
93460,14
16635,14
37055,14
34219,14
27288,14
47501,14
16127,14
57078,14
84004,14
20678,14
66111,14
93546,14
30720,14
19124,14
7008,14
96007,14
30121,14
75771,14
45810,14
7463,14
14621,14
15289,14
77021,14
40228,14
43140,14
68801,14
31211,14
4364,14
4090,14
30607,14
63069,14
14845,14
32266,14
3304,14
95445,14
17313,14
97707,14
99006,14
31721,14
10454,14
54913,14
959,14
26104,14
83221,14
45226,14
15904,14
68028,14
59860,14
95518,14
4064,14
34470,14
33616,14
39465,14
70611,14
44667,14
92093,14
18929,14
11579,14
19968,14
19966,14
95203,14
37375,14
27527,14
89106,14
72501,14
36104,14
48214,14
48210,14
47725,14
95672,14
38028,14
28023,14
49230,14
34758,14
8835,14
98251,14
85373,14
7885,14
12946,14
90078,14
60803,14
37208,14
8093,14
2061,14
49858,14
32136,14
75227,14
35810,14
85035,14
12524,14
1370,14
1373,14
49660,14
55376,14
36693,14
46806,14
79118,14
13031,14
85615,14
13617,14
11755,14
46303,14
74033,14
75078,14
1864,14
50324,14
40047,14
18353,14
55807,14
79411,14
2189,14
58601,14
30213,14
76548,14
11417,14
63136,14
46278,14
48134,14
95358,14
95357,14
3276,14
38125,14
47112,14
76309,14
1564,14
2719,14
14004,14
34117,14
29303,14
29302,14
72714,14
72719,14
82435,14
13084,14
94572,14
28086,14
7422,14
33573,14
33572,14
11788,14
80603,14
46953,14
74063,14
28906,14
97503,14
1772,14
75160,14
42069,14
25311,14
60624,14
1952,14
8850,14
43506,14
32539,14
37015,14
7203,14
84653,14
95694,14
30168,14
77316,14
65809,14
73127,14
14032,14
42431,14
1756,14
96745,14
11738,14
78410,14
77502,14
12198,14
90502,14
6716,14
32222,13
83638,13
95961,13
17350,13
48203,13
24572,13
27006,13
32583,13
26062,13
15131,13
75110,13
86442,13
14141,13
28052,13
8823,13
33034,13
63703,13
64080,13
53073,13
10595,13
29532,13
26354,13
67230,13
73521,13
71037,13
13732,13
34949,13
29902,13
19343,13
17777,13
27948,13
25403,13
56093,13
97479,13
53563,13
4097,13
53130,13
44622,13
97341,13
45805,13
54143,13
6281,13
79903,13
60020,13
37334,13
46311,13
8559,13
49337,13
48065,13
66224,13
33947,13
34996,13
71953,13
93445,13
33592,13
29505,13
60143,13
22546,13
68522,13
75142,13
6906,13
2343,13
14092,13
3244,13
95502,13
64153,13
64157,13
7029,13
97814,13
93015,13
74403,13
92004,13
92003,13
71457,13
97411,13
7405,13
7407,13
7403,13
7734,13
97331,13
62881,13
31906,13
36303,13
36305,13
97133,13
13078,13
95211,13
64154,13
65043,13
19036,13
19031,13
97498,13
28469,13
27021,13
27028,13
33931,13
89508,13
6447,13
97760,13
10604,13
11953,13
32641,13
7663,13
2653,13
2657,13
27708,13
73701,13
14202,13
16117,13
50201,13
35824,13
13421,13
62711,13
6520,13
28120,13
93510,13
8558,13
2892,13
12186,13
78617,13
40741,13
45822,13
19943,13
63034,13
35763,13
60915,13
7981,13
55792,13
1077,13
7821,13
60457,13
95658,13
85118,13
64503,13
56345,13
61938,13
11978,13
61548,13
11980,13
77094,13
63101,13
34210,13
93657,13
14892,13
79606,13
32805,13
61301,13
29649,13
18055,13
33144,13
3264,13
18032,13
44142,13
35756,13
71730,13
17801,13
12549,13
95927,13
53523,13
2828,13
1843,13
20735,13
20737,13
20736,13
80814,13
49097,13
46517,13
86403,13
53235,13
43812,13
70791,13
33767,13
18644,13
47713,13
65619,13
65613,13
80421,13
26105,13
5672,13
46755,13
43064,13
85323,13
92624,13
7033,13
75407,13
98388,13
33404,13
87010,13
17225,13
52411,13
69101,13
12084,13
21532,13
34473,13
14020,13
49127,13
11721,13
54603,13
77532,13
77530,13
28147,13
33860,13
44089,13
97146,13
22642,13
36107,13
43302,13
80621,13
53085,13
10528,13
53548,13
47240,13
40272,13
94924,13
95673,13
7756,13
46706,13
46703,13
60602,13
29036,13
34759,13
8833,13
6477,13
7882,13
2649,13
12491,13
76574,13
46016,13
28516,13
50219,13
77338,13
73106,13
32134,13
75223,13
15085,13
61856,13
43607,13
8201,13
29662,13
15223,13
62568,13
14905,13
96022,13
1550,13
5070,13
14432,13
32950,13
46113,13
13039,13
13037,13
62062,13
12222,13
77568,13
30290,13
1860,13
1862,13
45320,13
78945,13
52577,13
68133,13
7762,13
33971,13
12075,13
79415,13
1984,13
55720,13
73501,13
54937,13
34222,13
15658,13
45204,13
92861,13
28730,13
98563,13
61104,13
61101,13
98360,13
7604,13
79928,13
14001,13
76114,13
97423,13
20748,13
67110,13
18947,13
4084,13
94571,13
28081,13
93106,13
93102,13
65233,13
53225,13
11804,13
32730,13
11786,13
11789,13
35005,13
74066,13
45377,13
32968,13
44721,13
22923,13
67901,13
8859,13
93427,13
1104,13
76707,13
93221,13
8260,13
78725,13
2666,13
23661,13
44105,13
44811,13
7755,13
34446,13
20634,13
22932,13
90744,13
96785,13
75011,13
54452,13
77777,13
37148,13
13825,13
7677,12
12833,12
6108,12
1475,12
95963,12
10516,12
35055,12
31763,12
14301,12
48875,12
72058,12
59501,12
68847,12
92397,12
67042,12
31069,12
95452,12
13159,12
60112,12
67235,12
87008,12
2633,12
90000,12
48363,12
92315,12
92313,12
6035,12
29906,12
34432,12
30560,12
15009,12
37082,12
89445,12
89448,12
27301,12
1364,12
97023,12
8009,12
43920,12
75766,12
60545,12
62948,12
54140,12
60022,12
7432,12
76135,12
96791,12
46310,12
29365,12
77031,12
48846,12
61244,12
70592,12
37772,12
22603,12
16415,12
78577,12
34715,12
35180,12
55387,12
949,12
75143,12
70518,12
19601,12
78046,12
22904,12
61520,12
19609,12
11968,12
95366,12
34610,12
77657,12
1331,12
3242,12
45505,12
47601,12
82935,12
93730,12
79932,12
34104,12
77093,12
65738,12
11713,12
96762,12
34690,12
33844,12
12604,12
28376,12
8051,12
74953,12
97131,12
61036,12
85658,12
33541,12
98629,12
6357,12
77045,12
45365,12
94937,12
28584,12
7727,12
33981,12
13346,12
28034,12
85303,12
85305,12
33013,12
31326,12
53018,12
11950,12
28208,12
28204,12
77590,12
28504,12
44110,12
14206,12
14207,12
4046,12
46231,12
32148,12
14048,12
52627,12
54660,12
80310,12
77515,12
77510,12
95053,12
29154,12
2835,12
93305,12
14428,12
77384,12
7649,12
8722,12
59923,12
71292,12
32060,12
2813,12
18328,12
6412,12
93463,12
84087,12
23325,12
17584,12
6382,12
92676,12
70043,12
16866,12
79072,12
28570,12
92301,12
15668,12
15666,12
1238,12
78261,12
24382,12
77351,12
79602,12
74119,12
77833,12
89451,12
54656,12
8221,12
33785,12
30122,12
18466,12
54136,12
98648,12
75057,12
14627,12
44654,12
28358,12
49090,12
85120,12
98148,12
76247,12
95410,12
35010,12
